        sn_name        |            gal_name            | sn_gal_uncert |    gal_ra    |   gal_dec   | gal_mag | gal_mband | gal_mag_ref | gal_posang | gal_inclination | redshift  | gal_type | gal_logab | gal_log10d | gal_type_code | sn_offset_ew | sn_offset_ns | sn_mag | sn_mflag | sn_mband |  sn_qmag  | sn_optdisc |  max_date  | disc_date  | sn_type  |    sn_ra     |   sn_dec    |    sn_uncert    |   surveys   |                                                                                                                                                                                         discoverer                                                                                                                                                                                         |                                                                                                                                                                                                                                                                                                                       sn_comment                                                                                                                                                                                                                                                                                                                        |                                                                                                                                            gal_comment                                                                                                                                            |                        mod_date_arr                         
2010fo | SDSSJ161853.87+554658.8 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | Ia | 16 18 53.81 | +55 46 58.5 |  |  |  |  |  | 
2010fn | SDSSJ161815.66+552302.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | Ia | 16 18 15.87 | +55 23 04.9 |  |  |  |  |  | 
2010fm | SDSSJ161746.50+551814.6 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | Ia | 16 17 47.71 | +55 18 08.3 |  |  |  |  |  | 
2010fl | SDSSJ161348.40+553630.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | Ia | 16 13 48.22 | +55 36 30.7 |  |  |  |  |  | 
2010fk | SDSSJ161119.28+533811.1 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | IIb | 16 11 19.41 | +53 38 15.0 |  |  |  |  |  | 
2010fj |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | Ia | 16 06 48.80 | +54 58 51.4 |  |  |  |  |  | 
2010fi | SDSSJ160544.72+560426.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | Ia | 16 05 44.83 | +56 04 27.9 |  |  |  |  |  | 
2010fh | SDSSJ141718.47+535841.5 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | Ia | 14 17 18.59 | +53 58 41.9 |  |  |  |  |  | 
2010fg | SDSSJ121641.52+464123.6 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | Ia | 12 16 41.57 | +46 41 23.9 |  |  |  |  |  | 
2010dy | PGC1174551 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-06 | Ia | 16 10 11.03 | + 0 45 07.5 |  |  |  |  |  | 
2010ef | SDSSJ162852.06+262229.9 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-05 | Ia | 16 28 52.10 | +26 22 29.0 |  |  |  |  |  | 
2010ec | NGC0655 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-05 | Ia | 01 41 55.93 | -13 05 01.6 |  |  |  |  |  | 
2010dw | PGC1038853 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-05 | Ia | 15 22 40.31 | - 5 55 15.9 |  |  |  |  |  | 
2010dv | NGC3903 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-04 |  | 11 49 03.43 | -37 30 59.7 |  |  |  |  |  | 
2010ff |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-03 | Ia | 14 09 19.94 | +54 15 45.2 |  |  |  |  |  | 
2010dr | PGC072686 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-03 | II | 23 52 13.04 | +47 23 42.5 |  |  |  |  |  | 
2010dq | NGC0057 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-03 | Ia | 00 15 29.70 | +17 19 41.0 |  |  |  |  |  | 
2010fe |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-01 | Ia | 16 08 52.65 | +55 00 17.4 |  |  |  |  |  | 
2010fd |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-01 | Ia | 14 07 14.93 | +53 59 51.5 |  |  |  |  |  | 
2010dt | PGC058829 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-01 | Ia | 16 43 14.68 | +32 40 30.4 |  |  |  |  |  | 
2010do | NGC5374 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-06-01 | Ic | 13 57 28.08 | + 6 05 48.4 |  |  |  |  |  | 
2010fc | SDSSJ161428.61+544333.4 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-31 | Ia | 16 14 28.71 | +54 43 33.0 |  |  |  |  |  | 
2010fb | SDSSJ160818.35+545429.3 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-31 | Ia | 16 08 18.40 | +54 54 29.2 |  |  |  |  |  | 
2010eq | SDSSJ153447.52+020549.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-31 |  | 15 34 47.41 | + 2 05 49.7 |  |  |  |  |  | 
2010dz | SDSSJ135044.29+170358.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-31 |  | 13 50 44.34 | +17 03 58.5 |  |  |  |  |  | 
2010dn | NGC3184 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-31 |  | 10 18 19.88 | +41 26 28.7 |  |  |  |  |  | 
2010ea | PGC043005 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-29 |  | 12 45 29.52 | +53 51 49.2 |  |  |  |  |  | 
2010ep | SDSSJ160109.38+345036.2 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-25 |  | 16 01 08.91 | +34 50 41.6 |  |  |  |  |  | 
2010du | UGC11170 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-25 | IIP: | 18 13 58.75 | +21 30 15.7 |  |  |  |  |  | 
2010dl | IC1391 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-24 | Ia | 21 35 00.97 | - 0 30 47.8 |  |  |  |  |  | 
2010dm | SDSSJ121133.31+471628.6 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-23 | Ia | 12 11 33.31 | +47 16 29.1 |  |  |  |  |  | 
2010dd | UGC10594 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-23 | Ia | 16 52 47.60 | +51 03 45.7 |  |  |  |  |  | 
2010da | NGC0300 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-23 |  | 00 55 04.86 | -37 41 43.7 |  |  |  |  |  | 
2010ds | IC4840 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-22 |  | 19 15 51.46 | -56 12 30.9 |  |  |  |  |  | 
2010dc | IC4854 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-22 | Ib/c | 19 27 17.72 | -59 18 44.9 |  |  |  |  |  | 
2010eo | SDSSJ135045.79+192616.9 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-21 |  | 13 50 45.79 | +19 26 18.2 |  |  |  |  |  | 
2010dp |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-18 | Ia | 09 32 03.70 | - 5 53 38.1 |  |  |  |  |  | 
2010lw | SDSSJ131121.61-012141.5 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-17 | Ia | 13 11 21.57 | - 1 21 41.2 |  |  |  |  |  | 
2010dk | SDSSJ142856.26+201904.5 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-16 |  | 14 28 56.16 | +20 19 04.0 |  |  |  |  |  | 
2010md |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-15 | Ic | 16 37 47.04 | + 6 12 32.3 |  |  |  |  |  | 
2010cz | 6dF J2240581-070325 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-15 |  | 22 40 56.89 | - 7 03 06.4 |  |  |  |  |  | 
2010ct | NGC3362 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-15 | II | 10 44 50.02 | + 6 36 05.3 |  |  |  |  |  | 
2010fa | SDSSJ141301.84+542746.1 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-13 | Ia | 14 13 01.87 | +54 27 46.6 |  |  |  |  |  | 
2010en | SDSS J155016.27+044337.1 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-13 |  | 15 50 16.02 | + 4 43 34.0 |  |  |  |  |  | 
2010cy | SDSS J144342.78+035813.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-13 | Ia | 14 43 42.85 | + 3 58 16.2 |  |  |  |  |  | 
2010dj | SDSSJ115734.83+244225.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-12 |  | 11 57 34.72 | +24 42 27.7 |  |  |  |  |  | 
2010di | SDSS J085247.54+531404.3 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-12 |  | 08 52 47.28 | +53 14 06.1 |  |  |  |  |  | 
2010cs | MCG +03-38-020 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-12 | Ia | 14 47 55.78 | +19 03 17.7 |  |  |  |  |  | 
2010ez |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-10 | Ia | 12 17 50.30 | +47 26 48.3 |  |  |  |  |  | 
2010dh | PGC1621290 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-09 |  | 10 56 37.19 | +20 14 41.9 |  |  |  |  |  | 
2010cp | NGC4877 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-09 | Ia | 13 00 25.80 | -15 17 19.8 |  |  |  |  |  | 
2010cq | PGC187888 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-08 | Ia | 21 01 44.10 | -14 38 30.5 |  |  |  |  |  | 
2010dg | SDSSJ103404.49+383217.8 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-07 |  | 10 34 04.31 | +38 32 30.4 |  |  |  |  |  | 
2010co | NGC6862 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-06 | IIP: | 20 08 54.92 | -56 23 40.8 |  |  |  |  |  | 
2010df | SDSSJ125839.78-032645.8 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-05 |  | 12 58 39.67 | - 3 26 43.1 |  |  |  |  |  | 
2010cx | SDSS J130031.52+414444.5 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-05 | II | 13 00 31.43 | +41 44 44.4 |  |  |  |  |  | 
2010cn | SDSS J110406.43+044955.9 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-04 | Ib: | 11 04 06.57 | + 4 49 58.7 |  |  |  |  |  | 
2010cm | ESO244-031 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-05-03 |  | 01 30 03.91 | -42 41 10.6 |  |  |  |  |  | 
2010cl | MCG -02-25-020 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-29 | IIP: | 09 50 12.32 | -12 03 09.2 |  |  |  |  |  | 
2010ck | MCG +06-31-061 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-25 | II | 14 04 11.29 | +33 18 22.2 |  |  |  |  |  | 
2010bv | ESO533-004 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-19 | Ia | 22 14 01.90 | -26 55 44.5 |  |  |  |  |  | 
2010bt | NGC7130 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-17 | IIn | 21 48 20.22 | -34 57 16.5 |  |  |  |  |  | 
2010cr | NGC5177 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-16 |  | 13 29 25.07 | +11 47 46.4 |  |  |  |  |  | 
2010bs | UGC07416 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-15 | II | 12 21 41.46 | +40 51 19.2 |  |  |  |  |  | 
2010bq | UGC10547 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-14 | IIn | 16 46 55.39 | +34 09 35.6 |  |  |  |  |  | 
2010bp | ESO221-032 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-13 | Ia | 14 12 07.89 | -49 23 43.3 |  |  |  |  |  | 
2010cj | SDSSJ084757.87+510840.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-12 |  | 08 47 57.98 | +51 08 41.2 |  |  |  |  |  | 
2010ci | PGC022065 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-12 |  | 07 52 58.89 | + 5 29 29.9 |  |  |  |  |  | 
2010cw | SDSS J093356.70+384837.4 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-11 |  | 09 33 56.84 | +38 48 35.7 |  |  |  |  |  | 
2010mb | SDSS J160023.23+374454.9 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-10 | Ic | 16 00 23.10 | +37 44 57.0 |  |  |  |  |  | 
2010de | SDSSJ161229.15-004441.9 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-10 |  | 16 12 29.20 | - 0 44 41.1 |  |  |  |  |  | 
2010br | NGC4051 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-10 | Ib/c | 12 03 10.96 | +44 31 42.9 |  |  |  |  |  | 
2010bo | DENIS-PJ155622.8-313213 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-10 | II | 15 56 22.57 | -31 32 09.8 |  |  |  |  |  | 
2010cv | SDSS J093619.30+292101.4 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-09 |  | 09 36 19.28 | +29 21 01.3 |  |  |  |  |  | 
2010ch | SDSS J150524.00+025834.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-09 |  | 15 05 24.04 | + 2 58 34.9 |  |  |  |  |  | 
2010cg | SDSSJ153037.38+005245.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-09 |  | 15 30 37.56 | + 0 52 41.9 |  |  |  |  |  | 
2010cf | SDSSJ152321.91+021903.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-09 |  | 15 23 21.84 | + 2 19 01.0 |  |  |  |  |  | 
2010bu |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-09 | Ia | 15 42 58.38 | + 2 16 52.6 |  |  |  |  |  | 
2010ce | SDSSJ093530.08+012830.5 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-08 | Ia | 09 35 30.01 | + 1 28 31.8 |  |  |  |  |  | 
2010bl | ESO574-017 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-07 | Ia | 12 40 34.92 | -20 33 40.8 |  |  |  |  |  | 
2010cd | LCRSB115526.2-061259 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-05 |  | 11 58 01.18 | - 6 29 30.6 |  |  |  |  |  | 
2010bn | PGC3265675 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-05 | Ia | 11 44 55.72 | - 5 04 44.2 |  |  |  |  |  | 
2010bm | SDSSJ112204.64+092644.3 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-04 | IIP: | 11 22 04.65 | + 9 26 44.5 |  |  |  |  |  | 
2010bk | NGC4433 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-04-04 | IIP | 12 27 38.47 | - 8 16 39.3 |  |  |  |  |  | 
2010bj | NGC2357 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-27 | IIP: | 07 17 43.21 | +23 21 03.8 |  |  |  |  |  | 
2010bi | NGC3509 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-24 | IIP: | 11 04 25.49 | + 4 50 17.6 |  |  |  |  |  | 
2010bh |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-22 | IcPec: | 07 10 31.80 | -56 15 20.2 |  |  |  |  |  | 
2010cc | SDSSJ121443.76+433650.8 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-21 |  | 12 14 43.72 | +43 36 51.8 |  |  |  |  |  | 
2010cb | SDSSJ122448.11+320650.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-21 |  | 12 24 47.84 | +32 06 54.9 |  |  |  |  |  | 
2010ba | SDSSJ115820.75+152012.1 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-26 | 2010-03-21 | Ia | 11 58 20.68 | +15 20 10.8 |  |  |  |  |  | 
2010ca | SDSSJ083831.15+140038.8 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-20 |  | 08 38 31.11 | +14 00 39.1 |  |  |  |  |  | 
2010bz | SDSSJ131830.25+442025.8 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-19 |  | 13 18 30.11 | +44 20 22.9 |  |  |  |  |  | 
2010aw | UGC10781 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-19 | II | 17 16 12.28 | +31 47 36.4 |  |  |  |  |  | 
2010av | IC1099 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-19 | Ib/c | 15 06 57.01 | +56 30 27.8 |  |  |  |  |  | 
2010at | PGC038257 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-19 | IaPec | 12 04 59.47 | +76 07 52.3 |  |  |  |  |  | 
2010as | NGC6000 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-19 | Ib/c | 15 49 49.23 | -29 23 09.7 |  |  |  |  |  | 
2010by | SDSSJ151439.56+282520.5 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-18 |  | 15 14 39.61 | +28 25 21.4 |  |  |  |  |  | 
2010ao | UGC08686 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-24 | 2010-03-18 | Ia | 13 43 40.99 | + 3 54 00.1 |  |  |  |  |  | 
2010bx | SDSSJ092742.30+443436.1 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-17 |  | 09 27 42.21 | +44 34 36.5 |  |  |  |  |  | 
2010ay | SDSSJ123527.19+270402.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-17 | Ic | 12 35 27.19 | +27 04 02.8 |  |  |  |  |  | 
2010ax | PGC1383919 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-15 | Ia | 14 41 53.42 | +10 45 01.4 |  |  |  |  |  | 
2010au | PGC082347 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-15 | Ia | 09 12 36.39 | +34 51 17.0 |  |  |  |  |  | 
2010gx | SDSS J112546.72-084942.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-13 | Ic | 11 25 46.71 | - 8 49 41.4 |  |  |  |  |  | 
2010al | UGC04286 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-13 | IInPec | 08 14 15.91 | +18 26 18.2 |  |  |  |  |  | 
2010bw | SDSSJ113756.70+105337.2 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-12 | Ia | 11 37 56.59 | +10 53 38.0 |  |  |  |  |  | 
2010am |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-12 | IIb | 09 33 01.75 | +15 49 08.8 |  |  |  |  |  | 
2010aj | PGC042437 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-12 | IIP: | 12 40 15.16 | - 9 18 14.3 |  |  |  |  |  | 
2010an | NGC6109 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-11 | Ia | 16 17 40.46 | +35 00 10.1 |  |  |  |  |  | 
2010ak | PGC057389 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-11 | Ic | 16 10 50.01 | +17 58 36.1 |  |  |  |  |  | 
2010ai | SDSSJ125925.04+275948.2 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-08 | Ia | 12 59 24.02 | +27 59 47.3 |  |  |  |  |  | 
2010ag | UGC10679 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-05 | IaPec | 17 03 53.63 | +31 30 06.2 |  |  |  |  |  | 
2010af | MCG+15-01-010 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-03-04 | IaPec | 11 39 19.30 | +89 06 05.7 |  |  |  |  |  | 
2010cu | IC0883 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-24 |  | 13 20 35.36 | +34 08 22.2 |  |  |  |  |  | 
2010bg | SDSSJ105741.30+573648.4 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-24 | Ia | 10 57 41.25 | +57 36 47.9 |  |  |  |  |  | 
2010bf | SDSSJ104815.78+572419.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-24 | Ic | 10 48 15.79 | +57 24 19.5 |  |  |  |  |  | 
2010ah | SDSSJ114403.00+554122.6 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-23 | Ic | 11 44 02.99 | +55 41 27.6 |  |  |  |  |  | 
2010ae | ESO162-017 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-23 | IaPec | 07 15 54.65 | -57 20 36.9 |  |  |  |  |  | 
2010ad | PGC056777 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-18 | IIb: | 16 02 13.56 | +15 56 18.8 |  |  |  |  |  | 
2010az | PGC083673 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-16 | Ia | 12 56 59.62 | -17 37 35.5 |  |  |  |  |  | 
2010ac | IC4352 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-13 | Ic | 13 58 24.35 | -34 30 55.4 |  |  |  |  |  | 
2010ar | SDSSJ100325.83+010143.3 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-12 | Ia | 10 03 26.06 | + 1 01 46.2 |  |  |  |  |  | 
2010aq | SDSSJ100209.73+011400.5 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-12 | IIP | 10 02 09.74 | + 1 14 00.9 |  |  |  |  |  | 
2010ap |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-12 | Ia | 08 36 12.61 | +44 00 25.5 |  |  |  |  |  | 
2010ab | PGC027294 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-11 | II | 09 35 56.03 | +74 00 00.6 |  |  |  |  |  | 
2010aa | NGC0692 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-09 |  | 01 48 43.22 | -48 39 01.0 |  |  |  |  |  | 
2010Y | NGC3392 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-08 | Ia | 10 51 03.95 | +65 46 47.0 |  |  |  |  |  | 
2010X | UGC03150 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-07 | Ic | 04 48 27.90 | +73 28 14.8 |  |  |  |  |  | 
2010W | ESO320-035 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-07 |  | 11 56 48.07 | -38 11 11.3 |  |  |  |  |  | 
2010U | NGC4214 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-05 |  | 12 15 41.06 | +36 20 02.7 |  |  |  |  |  | 
2010V | PGC051710 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-04 | Ia | 14 28 38.46 | +30 38 09.5 |  |  |  |  |  | 
2010Z | NGC2797 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-02-03 | II | 09 16 21.30 | +17 43 40.6 |  |  |  |  |  | 
2010T |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-01-25 |  | 13 14 47.88 | -15 58 24.8 |  |  |  |  |  | 
2010O | NGC3690 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2010-01-24 | Ib | 11 28 33.86 | +58 33 51.6 |  |  |  |  |  | 
